Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1024,MTR-APK-1024,Personal,Personal,Relationships,Dates,Expense,2026-04-02,07:02:06,2026-04-02 07:02:06,7842.84,INR,-7842.84,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1024 | Dates | 7842.84,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1024,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1024 | Dates | 7842.84,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1027,MTR-APK-1027,Personal,Personal,Relationships,Family,Expense,2025-12-03,16:11:14,2025-12-03 16:11:14,18135.15,INR,-18135.15,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1027 | Family | 18135.15,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1027,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1027 | Family | 18135.15,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1030,MTR-APK-1030,Personal,Personal,Relationships,Friends,Expense,2026-02-27,07:36:38,2026-02-27 07:36:38,14268.0,INR,-14268.0,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1030 | Friends | 14268.00,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1030,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1030 | Friends | 14268.00,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1033,MTR-APK-1033,Personal,Personal,Relationships,Celebrations,Expense,2025-11-14,07:06:47,2025-11-14 07:06:47,19752.03,INR,-19752.03,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1033 | Celebrations | 19752.03,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1033,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1033 | Celebrations | 19752.03,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1036,MTR-APK-1036,Personal,Personal,Life Operations,Groceries,Expense,2026-07-25,04:27:56,2026-07-25 04:27:56,999.99,INR,-999.99,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1036 | Groceries | 999.99,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1036,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1036 | Groceries | 999.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1039,MTR-APK-1039,Personal,Personal,Life Operations,Rent,Expense,2026-07-28,19:01:17,2026-07-28 19:01:17,8502.52,INR,-8502.52,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1039 | Rent | 8502.52,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1039,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1039 | Rent | 8502.52,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1042,MTR-APK-1042,Personal,Personal,Life Operations,Bills,Expense,2026-05-16,20:47:15,2026-05-16 20:47:15,15404.3,INR,-15404.3,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1042 | Bills | 15404.30,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1042,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1042 | Bills | 15404.30,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1045,MTR-APK-1045,Personal,Personal,Life Operations,Transport,Expense,2026-07-04,20:13:12,2026-07-04 20:13:12,4231.74,INR,-4231.74,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1045 | Transport | 4231.74,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1045,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1045 | Transport | 4231.74,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1048,MTR-APK-1048,Personal,Personal,Life Operations,Healthcare,Expense,2025-09-07,03:42:34,2025-09-07 03:42:34,12504.51,INR,-12504.51,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1048 | Healthcare | 12504.51,Android,B21,RAMP_501_1500,CREATED,idem-20260902-apk-1048,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1048 | Healthcare | 12504.51,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1051,MTR-APK-1051,Personal,Personal,Life Operations,Subscriptions,Expense,2026-04-03,18:48:25,2026-04-03 18:48:25,19309.03,INR,-19309.03,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1051 | Subscriptions | 19309.03,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1051,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1051 | Subscriptions | 19309.03,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1054,MTR-APK-1054,Personal,Personal,Life Operations,Repairs,Expense,2026-01-17,07:40:40,2026-01-17 07:40:40,3075.62,INR,-3075.62,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1054 | Repairs | 3075.62,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1054,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1054 | Repairs | 3075.62,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1057,MTR-APK-1057,Personal,Personal,Future Building,Savings,Transfer,2025-12-24,03:43:33,2025-12-24 03:43:33,7553.56,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1057 | Savings | 7553.56,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1057,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1057 | Savings | 7553.56,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1060,MTR-APK-1060,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-06-03,11:19:26,2026-06-03 11:19:26,4762.35,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1060 | Emergency Fund | 4762.35,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1060,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1060 | Emergency Fund | 4762.35,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1063,MTR-APK-1063,Personal,Personal,Future Building,Investments,Investment,2026-08-04,00:09:07,2026-08-04 00:09:07,17851.58,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1063 | Investments | 17851.58,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1063,android,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1063 | Investments | 17851.58,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
1066,MTR-APK-1066,Personal,Personal,Future Building,Education,Expense,2026-01-20,10:44:03,2026-01-20 10:44:03,18527.07,INR,-18527.07,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1066 | Education | 18527.07,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1066,android,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1066 | Education | 18527.07,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
1069,MTR-APK-1069,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-01-17,19:53:23,2026-01-17 19:53:23,15422.74,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1069 | Goal Contribution | 15422.74,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1069,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1069 | Goal Contribution | 15422.74,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1072,MTR-APK-1072,Personal,Personal,Lifestyle,Dining,Expense,2025-10-25,20:55:50,2025-10-25 20:55:50,1345.81,INR,-1345.81,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1072 | Dining | 1345.81,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1072,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-APK-PERSONAL-LIFESTYLE-1072 | Dining | 1345.81,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1075,MTR-APK-1075,Personal,Personal,Lifestyle,Shopping,Expense,2026-02-23,02:58:08,2026-02-23 02:58:08,17787.87,INR,-17787.87,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1075 | Shopping | 17787.87,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1075,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-APK-PERSONAL-LIFESTYLE-1075 | Shopping | 17787.87,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1078,MTR-APK-1078,Personal,Personal,Lifestyle,Entertainment,Expense,2025-12-12,19:22:47,2025-12-12 19:22:47,9112.45,INR,-9112.45,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1078 | Entertainment | 9112.45,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1078,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-APK-PERSONAL-LIFESTYLE-1078 | Entertainment | 9112.45,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1081,MTR-APK-1081,Personal,Personal,Lifestyle,Travel,Expense,2025-12-27,07:45:31,2025-12-27 07:45:31,2251.45,INR,-2251.45,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1081 | Travel | 2251.45,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1081,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-APK-PERSONAL-LIFESTYLE-1081 | Travel | 2251.45,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1084,MTR-APK-1084,Personal,Personal,Lifestyle,Fitness,Expense,2025-10-29,02:04:16,2025-10-29 02:04:16,979.3,INR,-979.3,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1084 | Fitness | 979.30,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1084,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-APK-PERSONAL-LIFESTYLE-1084 | Fitness | 979.30,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1087,MTR-APK-1087,Personal,Personal,Lifestyle,Hobbies,Expense,2026-01-28,22:55:42,2026-01-28 22:55:42,14294.28,INR,-14294.28,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1087 | Hobbies | 14294.28,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1087,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-APK-PERSONAL-LIFESTYLE-1087 | Hobbies | 14294.28,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1090,MTR-APK-1090,Personal,Personal,Relationships,Gifts,Expense,2026-02-01,13:03:05,2026-02-01 13:03:05,16091.68,INR,-16091.68,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1090 | Gifts | 16091.68,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1090,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1090 | Gifts | 16091.68,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1093,MTR-APK-1093,Personal,Personal,Relationships,Dates,Expense,2025-12-11,22:31:04,2025-12-11 22:31:04,10801.96,INR,-10801.96,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1093 | Dates | 10801.96,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1093,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1093 | Dates | 10801.96,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1096,MTR-APK-1096,Personal,Personal,Relationships,Family,Expense,2026-01-30,12:39:40,2026-01-30 12:39:40,16868.83,INR,-16868.83,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1096 | Family | 16868.83,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1096,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1096 | Family | 16868.83,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1099,MTR-APK-1099,Personal,Personal,Relationships,Friends,Expense,2026-02-09,00:00:10,2026-02-09 00:00:10,19399.47,INR,-19399.47,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1099 | Friends | 19399.47,Android,B22,RAMP_501_1500,CREATED,idem-20260902-apk-1099,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1099 | Friends | 19399.47,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1102,MTR-APK-1102,Personal,Personal,Relationships,Celebrations,Expense,2026-06-23,12:19:12,2026-06-23 12:19:12,5829.41,INR,-5829.41,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1102 | Celebrations | 5829.41,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1102,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1102 | Celebrations | 5829.41,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1105,MTR-APK-1105,Personal,Personal,Life Operations,Groceries,Expense,2026-07-24,03:10:13,2026-07-24 03:10:13,68.34,INR,-68.34,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1105 | Groceries | 68.34,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1105,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1105 | Groceries | 68.34,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1108,MTR-APK-1108,Personal,Personal,Life Operations,Rent,Expense,2025-11-27,08:55:20,2025-11-27 08:55:20,3180.73,INR,-3180.73,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1108 | Rent | 3180.73,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1108,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1108 | Rent | 3180.73,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1111,MTR-APK-1111,Personal,Personal,Life Operations,Bills,Expense,2025-12-25,11:39:58,2025-12-25 11:39:58,12470.89,INR,-12470.89,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1111 | Bills | 12470.89,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1111,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1111 | Bills | 12470.89,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1114,MTR-APK-1114,Personal,Personal,Life Operations,Transport,Expense,2026-03-21,07:56:06,2026-03-21 07:56:06,6534.99,INR,-6534.99,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1114 | Transport | 6534.99,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1114,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1114 | Transport | 6534.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1117,MTR-APK-1117,Personal,Personal,Life Operations,Healthcare,Expense,2026-02-04,12:22:44,2026-02-04 12:22:44,5261.43,INR,-5261.43,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1117 | Healthcare | 5261.43,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1117,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1117 | Healthcare | 5261.43,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1120,MTR-APK-1120,Personal,Personal,Life Operations,Subscriptions,Expense,2026-07-20,17:23:09,2026-07-20 17:23:09,14936.4,INR,-14936.4,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1120 | Subscriptions | 14936.40,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1120,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1120 | Subscriptions | 14936.40,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1123,MTR-APK-1123,Personal,Personal,Life Operations,Repairs,Expense,2026-08-10,15:45:49,2026-08-10 15:45:49,3291.69,INR,-3291.69,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1123 | Repairs | 3291.69,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1123,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1123 | Repairs | 3291.69,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1126,MTR-APK-1126,Personal,Personal,Future Building,Savings,Transfer,2026-05-13,22:56:16,2026-05-13 22:56:16,14398.19,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1126 | Savings | 14398.19,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1126,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1126 | Savings | 14398.19,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1129,MTR-APK-1129,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-10-19,02:12:07,2025-10-19 02:12:07,4840.36,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1129 | Emergency Fund | 4840.36,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1129,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1129 | Emergency Fund | 4840.36,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1132,MTR-APK-1132,Personal,Personal,Future Building,Investments,Investment,2026-05-29,13:45:33,2026-05-29 13:45:33,16852.73,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1132 | Investments | 16852.73,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1132,android,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1132 | Investments | 16852.73,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
1135,MTR-APK-1135,Personal,Personal,Future Building,Education,Expense,2026-07-19,11:29:09,2026-07-19 11:29:09,17640.07,INR,-17640.07,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1135 | Education | 17640.07,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1135,android,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1135 | Education | 17640.07,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
1138,MTR-APK-1138,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-12-29,14:47:53,2025-12-29 14:47:53,15569.59,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1138 | Goal Contribution | 15569.59,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1138,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1138 | Goal Contribution | 15569.59,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1141,MTR-APK-1141,Personal,Personal,Lifestyle,Dining,Expense,2025-10-17,19:44:26,2025-10-17 19:44:26,3108.09,INR,-3108.09,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1141 | Dining | 3108.09,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1141,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-APK-PERSONAL-LIFESTYLE-1141 | Dining | 3108.09,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1144,MTR-APK-1144,Personal,Personal,Lifestyle,Shopping,Expense,2025-12-18,17:47:32,2025-12-18 17:47:32,5007.74,INR,-5007.74,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1144 | Shopping | 5007.74,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1144,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-APK-PERSONAL-LIFESTYLE-1144 | Shopping | 5007.74,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1147,MTR-APK-1147,Personal,Personal,Lifestyle,Entertainment,Expense,2025-10-14,22:44:36,2025-10-14 22:44:36,1.0,INR,-1.0,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1147 | Entertainment | 1.00,Android,B23,RAMP_501_1500,CREATED,idem-20260902-apk-1147,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-APK-PERSONAL-LIFESTYLE-1147 | Entertainment | 1.00,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
