moment_family,moment_subtype,mapping_batch,group_moment_type,screen_id,figma_screen,figma_node,widget_id,figma_widget,widget_type,ui_label,field,table_column,supporting_tables,api_read,api_write,api_contract_excel,excel_mapping_status,android_binding,ios_binding,projection,gx2_status,closure_priority,notes
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W019,View All Memory Timeline,CTA / Action Control,View all,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W020,Memory Timeline Milestone 1,List / Feed / Card,Memory milestone 1,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W021,Memory Timeline Milestone 2,List / Feed / Card,Memory milestone 2,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W022,Memory Timeline Milestone 3,List / Feed / Card,Memory milestone 3,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W023,Memory Timeline Milestone 4,List / Feed / Card,Memory milestone 4,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W024,Milestone Wall,Media / Memory Widget,Milestone Wall,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W025,Memory Gallery,Media / Memory Widget,Memory Gallery,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W026,People Impact,Insight / People Widget,People Impact,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W027,Budget Reflection - Planned,Numeric / Financial Display or Input,Planned,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W028,Budget Reflection - Actual,Numeric / Financial Display or Input,Actual,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W029,Budget Reflection - Accuracy,Metric / Progress Display,Accuracy,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W030,Memory Intelligence,Insight Card,Memory Intelligence,ai_insight: insight_code; title; body; confidence_score; status; valid_until | group_memory.latest_ai_insight_id,ai.ai_insight + projection.group_memory :: ai_insight: insight_code; title; body; confidence_score; status; valid_until | group_memory.latest_ai_insight_id,N/A,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,MAPPED,GroupMemoryActiveContent,GroupMemoryActiveView,ai.ai_insight + projection.group_memory,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W031,Preserve This Moment CTA,CTA / Action Control,Preserve this moment,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S04,Office Outing Memory,584:16653,GRP-SE-OFF-S04-W032,Open Quick Add,CTA / Action Control,Open Quick Add,moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,projection.group_memory :: moment_id; memory_count; pattern_count; learning_count; memory_strength_score; recent_memory_payload; latest_ai_insight_id; projection_version; updated_at,memory.memory; memory.pattern; memory.learning; memory.memory_evidence,GET /v1/group/moments/:momentId/memory,,GET /v1/group/moments/:momentId/memory,PARTIAL,GroupMemoryActiveContent,GroupMemoryActiveView,projection.group_memory,CLIENT_FIX,P1,Detailed gallery/timeline payload fields are encoded in recent_memory_payload; exact payload schema not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W001,Life 360,Navigation Action,360,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W002,Moments Shortcut,Navigation Action,Moments,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W003,Profile Avatar,Profile / Account Control,SM,user_id; display_name; email; timezone; locale; status,core.user_profile :: user_id; display_name; email; timezone; locale; status,N/A,GET /v1/me,,GET /v1/me,MAPPED,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,WIRED,N/A,Only profile data is backend-backed; surrounding avatar interaction is local.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W004,Personal Context Tab,Context Selector,Personal,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W005,Group Context Tab,Context Selector,Group,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W006,Business Context Tab,Context Selector,Business,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W007,Circle Context Tab,Context Selector,Circle,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W008,Active Moment Selector,Context Selector,Switch module,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W009,Moment Settings,Settings Action,Settings,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W010,Pulse Navigation,Bottom Navigation,Pulse,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W011,Moments Navigation,Bottom Navigation,Moments,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W012,Quick Adds Navigation,Bottom Navigation,Quick adds,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W013,Life Navigation,Bottom Navigation,Life,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W014,Memory Navigation,Bottom Navigation,Memory,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W015,Quick Add Header,Section / Navigation Widget,Quick Add,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W016,Context Chip - Moment,Context Chip,Office Outing,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W017,Context Chip - Type,Context Chip,Shared Experience,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W018,Context Chip - Stage,Context Chip,Planning Stage,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W019,Action Center Hero,Hero / Context Display,Bring your experience to life,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W020,Search Actions,Search Control,Search actions...,N/A,N/A :: N/A,N/A,,,,STATIC,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W021,Action Tile - Attendance,CTA / Action Control,Attendance,user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,projection.available_action :: user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,core.moment_type_capability; governance.role_assignment; governance.role_permission; governance.policy*,GET /v1/group/moments/:momentId/actions,,GET /v1/group/moments/:momentId/actions,PARTIAL,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,projection.available_action,CLIENT_FIX,P1,Role/permission matrix reconciliation remains a G-M0 P1 gap.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W022,Action Tile - Participant,CTA / Action Control,Participant,user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,projection.available_action :: user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,core.moment_type_capability; governance.role_assignment; governance.role_permission; governance.policy*,GET /v1/group/moments/:momentId/actions,,GET /v1/group/moments/:momentId/actions,PARTIAL,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,projection.available_action,CLIENT_FIX,P1,Role/permission matrix reconciliation remains a G-M0 P1 gap.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W023,Action Tile - Expense,CTA / Action Control,Expense,user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,projection.available_action :: user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,core.moment_type_capability; governance.role_assignment; governance.role_permission; governance.policy*,GET /v1/group/moments/:momentId/actions,,GET /v1/group/moments/:momentId/actions,PARTIAL,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,projection.available_action,CLIENT_FIX,P1,Role/permission matrix reconciliation remains a G-M0 P1 gap.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W024,Action Tile - Planning Item,CTA / Action Control,Planning Item,user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,projection.available_action :: user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,core.moment_type_capability; governance.role_assignment; governance.role_permission; governance.policy*,GET /v1/group/moments/:momentId/actions,,GET /v1/group/moments/:momentId/actions,PARTIAL,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,projection.available_action,CLIENT_FIX,P1,Role/permission matrix reconciliation remains a G-M0 P1 gap.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W025,Action Tile - Budget,CTA / Action Control,Budget,user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,projection.available_action :: user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,core.moment_type_capability; governance.role_assignment; governance.role_permission; governance.policy*,GET /v1/group/moments/:momentId/actions,,GET /v1/group/moments/:momentId/actions,PARTIAL,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,projection.available_action,CLIENT_FIX,P1,Role/permission matrix reconciliation remains a G-M0 P1 gap.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W026,Action Tile - Poll,CTA / Action Control,Poll,user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,projection.available_action :: user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,core.moment_type_capability; governance.role_assignment; governance.role_permission; governance.policy*,GET /v1/group/moments/:momentId/actions,,GET /v1/group/moments/:momentId/actions,PARTIAL,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,projection.available_action,CLIENT_FIX,P1,Role/permission matrix reconciliation remains a G-M0 P1 gap.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W027,Action Tile - Memory,CTA / Action Control,Memory,user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,projection.available_action :: user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,core.moment_type_capability; governance.role_assignment; governance.role_permission; governance.policy*,GET /v1/group/moments/:momentId/actions,,GET /v1/group/moments/:momentId/actions,PARTIAL,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,projection.available_action,CLIENT_FIX,P1,Role/permission matrix reconciliation remains a G-M0 P1 gap.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-S05,Office Outing Action Center,584:17136,GRP-SE-OFF-S05-W028,Action Tile - Update,CTA / Action Control,Update,user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,projection.available_action :: user_id; resource_type; resource_id; capability_code; action_code; availability_status; reason_code; requires_confirmation; requires_approval; expires_at; projection_version,core.moment_type_capability; governance.role_assignment; governance.role_permission; governance.policy*,GET /v1/group/moments/:momentId/actions,,GET /v1/group/moments/:momentId/actions,PARTIAL,GroupQuickAddHub / GroupActionRegistry,GroupQuickAddHubView / GroupActionRegistry,projection.available_action,CLIENT_FIX,P1,Role/permission matrix reconciliation remains a G-M0 P1 gap.
