family,domain,screen_id,screen_name,screen_figma_node,widget_id,widget_name,widget_figma_node,parent_section,widget_type,data_behaviour,data_classification,api_command,http_method,live_route,join_status,notes
FB,,PER-FB-S06,Future Building Action Center,1006:7741,PER-FB-S06-W007,Progress Action,1006:7784,Action Grid,Action Card,Read server-allowed action then navigate; submit re-authorizes,PROJECTION_READ,PersonalQuickAdd.ListAvailable,GET,,DEFERRED,Contract TBD/deferred: PersonalQuickAdd.ListAvailable
FB,,PER-FB-S06,Future Building Action Center,1006:7741,PER-FB-S06-W008,Learning Action,1006:7792,Action Grid,Action Card,Read server-allowed action then navigate; submit re-authorizes,PROJECTION_READ,PersonalQuickAdd.ListAvailable,GET,,DEFERRED,Contract TBD/deferred: PersonalQuickAdd.ListAvailable
FB,,PER-FB-S06,Future Building Action Center,1006:7741,PER-FB-S06-W009,Pulse Navigation,1006:7813,Bottom Navigation,Navigation Tab,Local state/navigation,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S06,Future Building Action Center,1006:7741,PER-FB-S06-W010,Moments Navigation,1006:7813,Bottom Navigation,Navigation Tab,Local state/navigation,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S06,Future Building Action Center,1006:7741,PER-FB-S06-W011,Quick Adds Navigation,1006:7813,Bottom Navigation,Navigation Tab,Local state/navigation,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S06,Future Building Action Center,1006:7741,PER-FB-S06-W012,Life Navigation,1006:7813,Bottom Navigation,Navigation Tab,Local state/navigation,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S06,Future Building Action Center,1006:7741,PER-FB-S06-W013,Memory Navigation,1006:7813,Bottom Navigation,Navigation Tab,Local state/navigation,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W001,Close Milestone,1017:7663,Sheet Header,CTA,Discard/close local draft,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W002,Achievement Description,1017:7468,What Did You Achieve?,Text Input,Populate milestone create request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W003,Achievement Type,1017:7676,Milestone Type,Selection Chip,Populate milestone kind in request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W004,Recognition Type,1017:7678,Milestone Type,Selection Chip,Populate milestone kind in request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W005,Completion Type,1017:7680,Milestone Type,Selection Chip,Populate milestone kind in request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W006,Launch Type,1017:7682,Milestone Type,Selection Chip,Populate milestone kind in request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W007,Certification Type,1017:7684,Milestone Type,Selection Chip,Populate milestone kind in request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W008,Promotion Type,1017:7686,Milestone Type,Selection Chip,Populate milestone kind in request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W009,Breakthrough Type,1017:7688,Milestone Type,Selection Chip,Populate milestone kind in request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W010,Revenue Event Type,1017:7690,Milestone Type,Selection Chip,Populate milestone kind in request,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W011,Personal Win Size,1017:7692,Milestone Size,Selection Chip,Populate milestone significance,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W012,Shared Win Size,1017:7694,Milestone Size,Selection Chip,Populate milestone significance,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W013,Life Moment Size,1017:7696,Milestone Size,Selection Chip,Populate milestone significance,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W014,Income Increase Outcome,1017:7698,Measurable Outcome,Selection Chip,Populate milestone measurable-outcome classification,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W015,Saving Increase Outcome,1017:7700,Measurable Outcome,Selection Chip,Populate milestone measurable-outcome classification,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W016,Revenue Increase Outcome,1017:7702,Measurable Outcome,Selection Chip,Populate milestone measurable-outcome classification,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W017,Cost Reduction Outcome,1017:7704,Measurable Outcome,Selection Chip,Populate milestone measurable-outcome classification,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W018,No Financial Impact Outcome,1017:7706,Measurable Outcome,Selection Chip,Populate milestone measurable-outcome classification,CANONICAL_WRITE,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S07,Milestone Quick Add,353:11724,PER-FB-S07-W019,Save Milestone,1017:7708,Footer,Primary CTA,Validate and create milestone,COMMAND,FutureBuilding.RecordMilestone,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W001,Close Opportunity,1015:7836,Header,CTA,Close local form,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W002,Opportunity Description,1015:7864,What Did You Spot?,Text Input,Populate opportunity title/description,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W003,New Connection,1015:7870,Opportunity Type,Selection Card,Populate opportunity_type,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W004,New Skill,1015:7873,Opportunity Type,Selection Card,Populate opportunity_type,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W005,New Resource,1015:7877,Opportunity Type,Selection Card,Populate opportunity_type,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W006,New Idea,1015:7880,Opportunity Type,Selection Card,Populate opportunity_type,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W007,New Funding,1015:7884,Opportunity Type,Selection Card,Populate opportunity_type,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W008,New Role,1015:7887,Opportunity Type,Selection Card,Populate opportunity_type,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W009,New Client,1015:7891,Opportunity Type,Selection Card,Populate opportunity_type,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W010,Partnership,1015:7894,Opportunity Type,Selection Card,Populate opportunity_type,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W011,Exploring Status,1015:7900,Status Funnel,Selection Step,Populate lifecycle status,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W012,Considering Status,1015:7905,Status Funnel,Selection Step,Populate lifecycle status,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W013,Acting Status,1015:7910,Status Funnel,Selection Step,Populate lifecycle status,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W014,Captured Status,1015:7915,Status Funnel,Selection Step,Populate lifecycle status,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W015,Low Potential Impact,1015:7928,Potential Impact,Impact Selection,Populate categorical potential-impact signal,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W016,Moderate Potential Impact,1015:7930,Potential Impact,Impact Selection,Populate categorical potential-impact signal,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W017,High Potential Impact,1015:7932,Potential Impact,Impact Selection,Populate categorical potential-impact signal,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W018,Game Changer Impact,1015:7934,Potential Impact,Impact Selection,Populate categorical potential-impact signal,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W019,Opportunity Notes,1015:7938,Notes,Text Input,Populate descriptive notes,CANONICAL_WRITE,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S08,Opportunity Quick Add,353:11768,PER-FB-S08-W020,Save Opportunity,1015:7941,Footer,Primary CTA,Validate and create persistent Future opportunity,COMMAND,FutureBuilding.RecordOpportunity,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W001,Close Pivot,1015:7955,Header,CTA,Close local form,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W002,Direction Changed,1015:7979,Direction Change,Text Input,Populate pivot activity description/new direction,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W003,New Priority Change,1015:7984,What Changed?,Selection Chip,Populate pivot change classification,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W004,New Goal Change,1015:7987,What Changed?,Selection Chip,Populate pivot change classification,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W005,Reduce Scope Change,1015:7990,What Changed?,Selection Chip,Populate pivot change classification,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W006,Increase Focus Change,1015:7993,What Changed?,Selection Chip,Populate pivot change classification,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W007,Change Timeline,1015:7996,What Changed?,Selection Chip,Populate pivot change classification,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W008,Change Direction,1015:7999,What Changed?,Selection Chip,Populate pivot change classification,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W009,New Information Reason,1015:8005,Why Did You Change Direction?,Selection Chip,Populate pivot reason,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W010,Opportunity Reason,1015:8008,Why Did You Change Direction?,Selection Chip,Populate pivot reason,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W011,Constraint Reason,1015:8011,Why Did You Change Direction?,Selection Chip,Populate pivot reason,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W012,Personal Decision Reason,1015:8014,Why Did You Change Direction?,Selection Chip,Populate pivot reason,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W013,Market Change Reason,1015:8017,Why Did You Change Direction?,Selection Chip,Populate pivot reason,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W014,Pivot Confidence,1015:8022,Confidence,Slider / Rating,Populate confidence rating,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W015,Pivot Notes,1015:8030,Notes,Text Input,Populate activity notes,CANONICAL_WRITE,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S09,Pivot Quick Add,353:11812,PER-FB-S09-W016,Save Pivot,1015:8033,Footer,Primary CTA,Validate and create FUTURE_PIVOT activity,COMMAND,FutureBuilding.RecordPivot,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W001,Close Progress,1017:7538,Header,CTA,Local close/navigation,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W002,Progress Description,1017:7560,What Moved Forward?,Text Input,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W003,Small Step Progress,1017:7565,Progress Type,Selection Step,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W004,Moderate Progress,1017:7569,Progress Type,Selection Step,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W005,Major Progress,1017:7573,Progress Type,Selection Step,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W006,Breakthrough Progress,1017:7577,Progress Type,Selection Step,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W007,Time Invested Display,1017:7584,Time Invested,Dynamic / Selected Value,Derived from current time selection,LOCAL_DERIVED,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W008,15 Minutes,1017:7590,Time Invested,Selection Chip,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W009,30 Minutes,1017:7592,Time Invested,Selection Chip,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W010,1 Hour,1017:7594,Time Invested,Selection Chip,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W011,2 Hours,1017:7596,Time Invested,Selection Chip,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W012,More Than 2 Hours,1017:7598,Time Invested,Selection Chip,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W013,Low Effort,1017:7603,Effort Level,Effort Selector,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W014,Medium Effort,1017:7610,Effort Level,Effort Selector,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W015,High Effort,1017:7617,Effort Level,Effort Selector,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W016,Exceptional Effort,1017:7624,Effort Level,Effort Selector,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W017,Progress Notes,1017:7633,Notes,Text Input,Local form state until submit,USER_INPUT,FutureBuilding.RecordProgress,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S10,Progress Quick Add,353:11856,PER-FB-S10-W018,Save Progress,1017:7636,Footer,Primary CTA,Validate and persist progress observation,CANONICAL_COMMAND,FutureBuilding.RecordProgress,POST,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W001,Close Learning,353:11908,Header,CTA,Local close/navigation,LOCAL_UI,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W002,Learning Description,506:7314,What Did You Learn?,Text Input,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W003,Skill Learning Type,506:7319,Type of Learning,Selection Card,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W004,Knowledge Learning Type,506:7322,Type of Learning,Selection Card,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W005,Insight Learning Type,506:7325,Type of Learning,Selection Card,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W006,Experience Learning Type,506:7329,Type of Learning,Selection Card,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W007,Mentorship Learning Type,506:7332,Type of Learning,Selection Card,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W008,Mistakes Learning Type,506:7335,Type of Learning,Selection Card,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W009,Learning Topic,506:7339,Topic,Text Input,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W010,Usefulness Rating 1,506:7361,Usefulness,Rating Control,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W011,Usefulness Rating 2,506:7364,Usefulness,Rating Control,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W012,Usefulness Rating 3,506:7367,Usefulness,Rating Control,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W013,Usefulness Rating 4,506:7370,Usefulness,Rating Control,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W014,Usefulness Rating 5,506:7373,Usefulness,Rating Control,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W015,Usefulness Interpretation,1015:8146,Usefulness,Dynamic Status,Derived locally from selected usefulness rating,LOCAL_DERIVED,LOCAL_ONLY,LOCAL,LOCAL,LOCAL_ONLY,UI-only / navigation
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W016,Application Plan,506:7351,Application,Text Input,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
FB,,PER-FB-S11,Learning Quick Add,353:11900,PER-FB-S11-W017,Learning Notes,506:7355,Notes,Text Input,Local form state until submit,USER_INPUT,FutureBuilding.RecordLearning,POST on Save,POST /v1/moments/:id/future-items | GET future-*,WIRED,Live write + client Quick Add
