Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
676,MTR-IOS-0676,Personal,Personal,Relationships,Gifts,Expense,2025-11-24,20:24:14,2025-11-24 20:24:14,11351.96,INR,-11351.96,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0676 | Gifts | 11351.96,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0676,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0676 | Gifts | 11351.96,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
677,MTR-IOS-0677,Group,Shared Living,Family Household,Bills,Expense,2026-01-13,01:30:50,2026-01-13 01:30:50,18927.92,INR,-18927.92,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0677 | Bills | 18927.92,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0677,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Bills,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0677 | Bills | 18927.92,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
678,MTR-IOS-0678,Business,Business,Business Operations,Marketing,Expense,2026-04-12,09:13:02,2026-04-12 09:13:02,106145.75,INR,-106145.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0678 | Marketing | 106145.75,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0678,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0678 | Marketing | 106145.75,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
679,MTR-IOS-0679,Personal,Personal,Relationships,Dates,Expense,2026-03-16,20:11:04,2026-03-16 20:11:04,12471.96,INR,-12471.96,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0679 | Dates | 12471.96,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0679,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0679 | Dates | 12471.96,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
680,MTR-IOS-0680,Group,Shared Living,Family Household,School,Expense,2026-01-27,19:25:19,2026-01-27 19:25:19,24620.33,INR,-24620.33,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0680 | School | 24620.33,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0680,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,School,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0680 | School | 24620.33,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
681,MTR-IOS-0681,Business,Business,Business Operations,Legal,Expense,2025-11-20,01:20:06,2025-11-20 01:20:06,66718.7,INR,-66718.7,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0681 | Legal | 66718.70,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0681,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0681 | Legal | 66718.70,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
682,MTR-IOS-0682,Personal,Personal,Relationships,Family,Expense,2025-12-25,11:36:05,2025-12-25 11:36:05,12715.36,INR,-12715.36,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0682 | Family | 12715.36,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0682,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0682 | Family | 12715.36,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
683,MTR-IOS-0683,Group,Shared Living,Family Household,Healthcare,Expense,2025-12-12,20:04:11,2025-12-12 20:04:11,14560.41,INR,-14560.41,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0683 | Healthcare | 14560.41,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0683,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Healthcare,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0683 | Healthcare | 14560.41,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
684,MTR-IOS-0684,Business,Business,Business Operations,Accounting,Expense,2026-03-11,21:17:09,2026-03-11 21:17:09,45441.68,INR,-45441.68,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0684 | Accounting | 45441.68,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0684,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0684 | Accounting | 45441.68,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
685,MTR-IOS-0685,Personal,Personal,Relationships,Friends,Expense,2026-03-29,22:25:34,2026-03-29 22:25:34,2768.7,INR,-2768.7,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0685 | Friends | 2768.70,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0685,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0685 | Friends | 2768.70,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
686,MTR-IOS-0686,Group,Shared Living,Family Household,Home,Expense,2025-10-09,01:13:47,2025-10-09 01:13:47,16747.63,INR,-16747.63,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0686 | Home | 16747.63,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0686,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Home,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0686 | Home | 16747.63,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
687,MTR-IOS-0687,Business,Business,Business Operations,Equipment,Expense,2026-06-29,17:48:23,2026-06-29 17:48:23,156479.18,INR,-156479.18,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0687 | Equipment | 156479.18,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0687,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0687 | Equipment | 156479.18,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
688,MTR-IOS-0688,Personal,Personal,Relationships,Celebrations,Expense,2026-03-22,14:54:48,2026-03-22 14:54:48,2924.18,INR,-2924.18,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0688 | Celebrations | 2924.18,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0688,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0688 | Celebrations | 2924.18,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
689,MTR-IOS-0689,Group,Shared Living,Family Household,Other,Expense,2026-04-01,23:20:46,2026-04-01 23:20:46,4309.21,INR,-4309.21,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0689 | Other | 4309.21,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0689,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0689 | Other | 4309.21,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
690,MTR-IOS-0690,Business,Business,Business Operations,Vendor,Expense,2026-02-27,13:06:54,2026-02-27 13:06:54,54000.51,INR,-54000.51,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0690 | Vendor | 54000.51,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0690,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0690 | Vendor | 54000.51,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
691,MTR-IOS-0691,Personal,Personal,Life Operations,Groceries,Expense,2026-05-30,20:21:25,2026-05-30 20:21:25,1047.76,INR,-1047.76,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0691 | Groceries | 1047.76,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0691,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0691 | Groceries | 1047.76,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
692,MTR-IOS-0692,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-07-22,22:06:44,2026-07-22 22:06:44,3797.62,INR,-3797.62,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0692 | Custom Expense | 3797.62,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0692,ios,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0692 | Custom Expense | 3797.62,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
693,MTR-IOS-0693,Business,Business,Business Operations,Tax,Expense,2026-02-27,04:14:57,2026-02-27 04:14:57,103463.52,INR,-103463.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0693 | Tax | 103463.52,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0693,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0693 | Tax | 103463.52,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
694,MTR-IOS-0694,Personal,Personal,Life Operations,Rent,Expense,2025-10-17,03:04:46,2025-10-17 03:04:46,17524.19,INR,-17524.19,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0694 | Rent | 17524.19,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0694,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0694 | Rent | 17524.19,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
695,MTR-IOS-0695,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-07-14,10:37:33,2026-07-14 10:37:33,15542.73,INR,15542.73,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0695 | Custom Contribution | 15542.73,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0695,ios,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.shares,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0695 | Custom Contribution | 15542.73,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
696,MTR-IOS-0696,Business,Business,Team Operations,Payroll,Expense,2026-04-10,07:05:10,2026-04-10 07:05:10,103715.04,INR,-103715.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0696 | Payroll | 103715.04,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0696,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0696 | Payroll | 103715.04,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
697,MTR-IOS-0697,Personal,Personal,Life Operations,Bills,Expense,2026-05-25,17:28:55,2026-05-25 17:28:55,16131.41,INR,-16131.41,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0697 | Bills | 16131.41,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0697,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0697 | Bills | 16131.41,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
698,MTR-IOS-0698,Group,Shared Experience,Trip,Travel,Expense,2026-01-27,17:38:36,2026-01-27 17:38:36,14568.64,INR,-14568.64,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0698 | Travel | 14568.64,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0698,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-TRIP-0698 | Travel | 14568.64,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
699,MTR-IOS-0699,Business,Business,Team Operations,Contractor,Expense,2026-07-26,09:39:53,2026-07-26 09:39:53,55338.53,INR,-55338.53,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0699 | Contractor | 55338.53,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0699,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0699 | Contractor | 55338.53,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
700,MTR-IOS-0700,Personal,Personal,Life Operations,Transport,Expense,2026-04-06,17:49:39,2026-04-06 17:49:39,437.1,INR,-437.1,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0700 | Transport | 437.10,iPhone,B14,RAMP_501_1500,CREATED,idem-20260902-ios-0700,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0700 | Transport | 437.10,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
701,MTR-IOS-0701,Group,Shared Experience,Trip,Stay,Expense,2025-11-08,22:57:34,2025-11-08 22:57:34,19775.46,INR,-19775.46,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-0701 | Stay | 19775.46,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0701,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Stay,MAESTRO-IOS-GROUP-TRIP-0701 | Stay | 19775.46,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
702,MTR-IOS-0702,Business,Business,Team Operations,Hiring,Expense,2026-03-29,09:05:31,2026-03-29 09:05:31,10190.11,INR,-10190.11,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0702 | Hiring | 10190.11,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0702,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0702 | Hiring | 10190.11,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
703,MTR-IOS-0703,Personal,Personal,Life Operations,Healthcare,Expense,2026-08-27,21:16:17,2026-08-27 21:16:17,1.0,INR,-1.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0703 | Healthcare | 1.00,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0703,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0703 | Healthcare | 1.00,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
704,MTR-IOS-0704,Group,Shared Experience,Trip,Food,Expense,2026-05-20,11:13:35,2026-05-20 11:13:35,19361.31,INR,-19361.31,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-TRIP-0704 | Food | 19361.31,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0704,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Food,MAESTRO-IOS-GROUP-TRIP-0704 | Food | 19361.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
705,MTR-IOS-0705,Business,Business,Team Operations,Team Meal,Expense,2026-03-18,20:38:14,2026-03-18 20:38:14,150844.06,INR,-150844.06,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0705 | Team Meal | 150844.06,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0705,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0705 | Team Meal | 150844.06,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
706,MTR-IOS-0706,Personal,Personal,Life Operations,Subscriptions,Expense,2025-10-17,07:34:25,2025-10-17 07:34:25,8937.23,INR,-8937.23,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0706 | Subscriptions | 8937.23,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0706,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0706 | Subscriptions | 8937.23,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
707,MTR-IOS-0707,Group,Shared Experience,Trip,Local Transport,Expense,2025-09-25,05:03:55,2025-09-25 05:03:55,4297.14,INR,-4297.14,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-TRIP-0707 | Local Transport | 4297.14,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0707,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Local Transport,MAESTRO-IOS-GROUP-TRIP-0707 | Local Transport | 4297.14,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
708,MTR-IOS-0708,Business,Business,Team Operations,Travel,Expense,2025-11-14,07:25:07,2025-11-14 07:25:07,6816.0,INR,-6816.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0708 | Travel | 6816.00,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0708,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0708 | Travel | 6816.00,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
709,MTR-IOS-0709,Personal,Personal,Life Operations,Repairs,Expense,2026-07-24,10:04:18,2026-07-24 10:04:18,5359.78,INR,-5359.78,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0709 | Repairs | 5359.78,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0709,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0709 | Repairs | 5359.78,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
710,MTR-IOS-0710,Group,Shared Experience,Trip,Activities,Expense,2026-07-13,14:23:07,2026-07-13 14:23:07,20209.87,INR,-20209.87,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0710 | Activities | 20209.87,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0710,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Activities,MAESTRO-IOS-GROUP-TRIP-0710 | Activities | 20209.87,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
711,MTR-IOS-0711,Business,Business,Team Operations,Training,Expense,2025-12-22,04:23:08,2025-12-22 04:23:08,89853.31,INR,-89853.31,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0711 | Training | 89853.31,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0711,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0711 | Training | 89853.31,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
712,MTR-IOS-0712,Personal,Personal,Future Building,Savings,Transfer,2026-03-18,11:38:44,2026-03-18 11:38:44,16214.63,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0712 | Savings | 16214.63,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0712,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0712 | Savings | 16214.63,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
713,MTR-IOS-0713,Group,Shared Experience,Trip,Shopping,Expense,2026-02-23,09:36:32,2026-02-23 09:36:32,19645.05,INR,-19645.05,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-0713 | Shopping | 19645.05,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0713,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shopping,MAESTRO-IOS-GROUP-TRIP-0713 | Shopping | 19645.05,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
714,MTR-IOS-0714,Business,Business,Team Operations,Tools,Expense,2026-07-09,18:43:02,2026-07-09 18:43:02,158190.71,INR,-158190.71,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0714 | Tools | 158190.71,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0714,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0714 | Tools | 158190.71,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
715,MTR-IOS-0715,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-05-23,13:49:28,2026-05-23 13:49:28,1733.85,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0715 | Emergency Fund | 1733.85,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0715,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0715 | Emergency Fund | 1733.85,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
716,MTR-IOS-0716,Group,Shared Experience,Trip,Other,Expense,2025-12-13,05:56:18,2025-12-13 05:56:18,6347.16,INR,-6347.16,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-TRIP-0716 | Other | 6347.16,iPhone,B15,RAMP_501_1500,CREATED,idem-20260902-ios-0716,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-IOS-GROUP-TRIP-0716 | Other | 6347.16,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
