Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
757,MTR-IOS-0757,Personal,Personal,Relationships,Celebrations,Expense,2026-03-01,20:54:48,2026-03-01 20:54:48,3957.3,INR,-3957.3,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0757 | Celebrations | 3957.30,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0757,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0757 | Celebrations | 3957.30,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
760,MTR-IOS-0760,Personal,Personal,Life Operations,Groceries,Expense,2025-11-19,03:18:05,2025-11-19 03:18:05,12032.67,INR,-12032.67,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0760 | Groceries | 12032.67,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0760,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0760 | Groceries | 12032.67,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
763,MTR-IOS-0763,Personal,Personal,Life Operations,Rent,Expense,2025-11-24,01:14:55,2025-11-24 01:14:55,16501.95,INR,-16501.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0763 | Rent | 16501.95,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0763,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0763 | Rent | 16501.95,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
766,MTR-IOS-0766,Personal,Personal,Life Operations,Bills,Expense,2026-06-13,15:07:12,2026-06-13 15:07:12,10565.17,INR,-10565.17,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0766 | Bills | 10565.17,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0766,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0766 | Bills | 10565.17,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
769,MTR-IOS-0769,Personal,Personal,Life Operations,Transport,Expense,2026-06-27,22:44:26,2026-06-27 22:44:26,369.1,INR,-369.1,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0769 | Transport | 369.10,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0769,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0769 | Transport | 369.10,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
772,MTR-IOS-0772,Personal,Personal,Life Operations,Healthcare,Expense,2026-07-04,05:09:07,2026-07-04 05:09:07,2093.23,INR,-2093.23,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0772 | Healthcare | 2093.23,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0772,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0772 | Healthcare | 2093.23,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
775,MTR-IOS-0775,Personal,Personal,Life Operations,Subscriptions,Expense,2026-07-28,14:51:38,2026-07-28 14:51:38,3612.25,INR,-3612.25,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0775 | Subscriptions | 3612.25,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0775,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0775 | Subscriptions | 3612.25,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
778,MTR-IOS-0778,Personal,Personal,Life Operations,Repairs,Expense,2026-06-21,01:04:00,2026-06-21 01:04:00,6444.01,INR,-6444.01,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0778 | Repairs | 6444.01,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0778,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0778 | Repairs | 6444.01,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
781,MTR-IOS-0781,Personal,Personal,Future Building,Savings,Transfer,2026-01-24,22:28:41,2026-01-24 22:28:41,6472.44,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0781 | Savings | 6472.44,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0781,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0781 | Savings | 6472.44,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
784,MTR-IOS-0784,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-12-18,09:15:24,2025-12-18 09:15:24,4880.59,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0784 | Emergency Fund | 4880.59,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0784,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0784 | Emergency Fund | 4880.59,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
787,MTR-IOS-0787,Personal,Personal,Future Building,Investments,Investment,2026-04-11,20:07:43,2026-04-11 20:07:43,13529.68,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0787 | Investments | 13529.68,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0787,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0787 | Investments | 13529.68,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
790,MTR-IOS-0790,Personal,Personal,Future Building,Education,Expense,2026-04-12,23:51:43,2026-04-12 23:51:43,12753.85,INR,-12753.85,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0790 | Education | 12753.85,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0790,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0790 | Education | 12753.85,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
793,MTR-IOS-0793,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-11-12,22:03:52,2025-11-12 22:03:52,7124.49,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0793 | Goal Contribution | 7124.49,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0793,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0793 | Goal Contribution | 7124.49,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
796,MTR-IOS-0796,Personal,Personal,Lifestyle,Dining,Expense,2026-09-01,03:51:04,2026-09-01 03:51:04,3196.74,INR,-3196.74,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0796 | Dining | 3196.74,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0796,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-0796 | Dining | 3196.74,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
799,MTR-IOS-0799,Personal,Personal,Lifestyle,Shopping,Expense,2026-01-16,20:51:41,2026-01-16 20:51:41,5969.08,INR,-5969.08,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0799 | Shopping | 5969.08,iPhone,B16,RAMP_501_1500,CREATED,idem-20260902-ios-0799,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-0799 | Shopping | 5969.08,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
802,MTR-IOS-0802,Personal,Personal,Lifestyle,Entertainment,Expense,2026-08-20,17:38:41,2026-08-20 17:38:41,16517.6,INR,-16517.6,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0802 | Entertainment | 16517.60,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0802,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-0802 | Entertainment | 16517.60,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
805,MTR-IOS-0805,Personal,Personal,Lifestyle,Travel,Expense,2025-09-09,05:28:24,2025-09-09 05:28:24,7255.3,INR,-7255.3,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0805 | Travel | 7255.30,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0805,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-0805 | Travel | 7255.30,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
808,MTR-IOS-0808,Personal,Personal,Lifestyle,Fitness,Expense,2025-11-01,12:58:02,2025-11-01 12:58:02,9595.12,INR,-9595.12,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0808 | Fitness | 9595.12,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0808,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-0808 | Fitness | 9595.12,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
811,MTR-IOS-0811,Personal,Personal,Lifestyle,Hobbies,Expense,2026-06-25,22:59:54,2026-06-25 22:59:54,1920.51,INR,-1920.51,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0811 | Hobbies | 1920.51,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0811,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-0811 | Hobbies | 1920.51,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
814,MTR-IOS-0814,Personal,Personal,Relationships,Gifts,Expense,2025-12-28,16:08:29,2025-12-28 16:08:29,999.99,INR,-999.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0814 | Gifts | 999.99,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0814,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0814 | Gifts | 999.99,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
817,MTR-IOS-0817,Personal,Personal,Relationships,Dates,Expense,2026-05-12,21:31:52,2026-05-12 21:31:52,174.04,INR,-174.04,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0817 | Dates | 174.04,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0817,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0817 | Dates | 174.04,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
820,MTR-IOS-0820,Personal,Personal,Relationships,Family,Expense,2025-12-18,10:14:56,2025-12-18 10:14:56,6052.11,INR,-6052.11,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0820 | Family | 6052.11,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0820,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0820 | Family | 6052.11,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
823,MTR-IOS-0823,Personal,Personal,Relationships,Friends,Expense,2026-03-28,03:00:48,2026-03-28 03:00:48,2557.88,INR,-2557.88,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0823 | Friends | 2557.88,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0823,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0823 | Friends | 2557.88,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
826,MTR-IOS-0826,Personal,Personal,Relationships,Celebrations,Expense,2026-06-11,06:04:54,2026-06-11 06:04:54,14494.95,INR,-14494.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0826 | Celebrations | 14494.95,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0826,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0826 | Celebrations | 14494.95,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
829,MTR-IOS-0829,Personal,Personal,Life Operations,Groceries,Expense,2026-02-06,01:17:39,2026-02-06 01:17:39,11069.93,INR,-11069.93,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0829 | Groceries | 11069.93,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0829,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0829 | Groceries | 11069.93,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
832,MTR-IOS-0832,Personal,Personal,Life Operations,Rent,Expense,2026-06-14,02:47:05,2026-06-14 02:47:05,11975.11,INR,-11975.11,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0832 | Rent | 11975.11,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0832,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0832 | Rent | 11975.11,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
835,MTR-IOS-0835,Personal,Personal,Life Operations,Bills,Expense,2026-07-08,11:40:01,2026-07-08 11:40:01,3508.24,INR,-3508.24,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0835 | Bills | 3508.24,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0835,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0835 | Bills | 3508.24,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
838,MTR-IOS-0838,Personal,Personal,Life Operations,Transport,Expense,2026-03-05,08:26:04,2026-03-05 08:26:04,6216.45,INR,-6216.45,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0838 | Transport | 6216.45,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0838,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0838 | Transport | 6216.45,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
841,MTR-IOS-0841,Personal,Personal,Life Operations,Healthcare,Expense,2026-01-13,16:55:54,2026-01-13 16:55:54,7280.19,INR,-7280.19,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0841 | Healthcare | 7280.19,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0841,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0841 | Healthcare | 7280.19,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
844,MTR-IOS-0844,Personal,Personal,Life Operations,Subscriptions,Expense,2026-03-24,15:58:34,2026-03-24 15:58:34,17485.54,INR,-17485.54,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0844 | Subscriptions | 17485.54,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0844,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0844 | Subscriptions | 17485.54,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
847,MTR-IOS-0847,Personal,Personal,Life Operations,Repairs,Expense,2026-05-13,11:21:05,2026-05-13 11:21:05,317.55,INR,-317.55,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0847 | Repairs | 317.55,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0847,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0847 | Repairs | 317.55,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
850,MTR-IOS-0850,Personal,Personal,Future Building,Savings,Transfer,2026-05-27,15:10:08,2026-05-27 15:10:08,2352.96,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0850 | Savings | 2352.96,iPhone,B17,RAMP_501_1500,CREATED,idem-20260902-ios-0850,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0850 | Savings | 2352.96,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
853,MTR-IOS-0853,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-03-08,19:29:35,2026-03-08 19:29:35,2505.51,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0853 | Emergency Fund | 2505.51,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0853,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0853 | Emergency Fund | 2505.51,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
856,MTR-IOS-0856,Personal,Personal,Future Building,Investments,Investment,2025-11-01,05:09:02,2025-11-01 05:09:02,4257.21,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0856 | Investments | 4257.21,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0856,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0856 | Investments | 4257.21,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
859,MTR-IOS-0859,Personal,Personal,Future Building,Education,Expense,2026-01-02,07:22:01,2026-01-02 07:22:01,2322.72,INR,-2322.72,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0859 | Education | 2322.72,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0859,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0859 | Education | 2322.72,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
862,MTR-IOS-0862,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-07-27,04:42:26,2026-07-27 04:42:26,17815.82,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0862 | Goal Contribution | 17815.82,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0862,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0862 | Goal Contribution | 17815.82,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
865,MTR-IOS-0865,Personal,Personal,Lifestyle,Dining,Expense,2026-07-28,10:37:58,2026-07-28 10:37:58,14191.17,INR,-14191.17,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0865 | Dining | 14191.17,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0865,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-0865 | Dining | 14191.17,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
868,MTR-IOS-0868,Personal,Personal,Lifestyle,Shopping,Expense,2025-10-23,07:30:24,2025-10-23 07:30:24,12485.3,INR,-12485.3,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0868 | Shopping | 12485.30,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0868,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-0868 | Shopping | 12485.30,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
871,MTR-IOS-0871,Personal,Personal,Lifestyle,Entertainment,Expense,2026-05-22,19:43:35,2026-05-22 19:43:35,4590.41,INR,-4590.41,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0871 | Entertainment | 4590.41,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0871,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-0871 | Entertainment | 4590.41,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
874,MTR-IOS-0874,Personal,Personal,Lifestyle,Travel,Expense,2025-11-27,03:08:27,2025-11-27 03:08:27,13224.68,INR,-13224.68,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0874 | Travel | 13224.68,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0874,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-0874 | Travel | 13224.68,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
877,MTR-IOS-0877,Personal,Personal,Lifestyle,Fitness,Expense,2026-07-27,01:42:40,2026-07-27 01:42:40,2070.12,INR,-2070.12,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0877 | Fitness | 2070.12,iPhone,B18,RAMP_501_1500,CREATED,idem-20260902-ios-0877,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-0877 | Fitness | 2070.12,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
