Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
42,MTR-IOS-0042,Business,Business,Business Operations,Software,Expense,2026-04-15,13:34:21,2026-04-15 13:34:21,31212.26,INR,-31212.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0042 | Software | 31212.26,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0042,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0042 | Software | 31212.26,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
43,MTR-IOS-0043,Personal,Personal,Lifestyle,Entertainment,Expense,2025-12-07,04:36:53,2025-12-07 04:36:53,3405.74,INR,-3405.74,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0043 | Entertainment | 3405.74,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0043,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-0043 | Entertainment | 3405.74,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
44,MTR-IOS-0044,Group,Shared Experience,Office Outing,Food,Expense,2026-05-16,04:50:46,2026-05-16 04:50:46,24075.67,INR,-24075.67,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-0044 | Food | 24075.67,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0044,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Food,MAESTRO-IOS-GROUP-OFFICE_OUTING-0044 | Food | 24075.67,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
45,MTR-IOS-0045,Business,Business,Business Operations,Rent,Expense,2026-02-01,18:14:19,2026-02-01 18:14:19,115020.15,INR,-115020.15,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0045 | Rent | 115020.15,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0045,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0045 | Rent | 115020.15,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
46,MTR-IOS-0046,Personal,Personal,Lifestyle,Travel,Expense,2026-05-24,01:04:42,2026-05-24 01:04:42,2690.2,INR,-2690.2,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0046 | Travel | 2690.20,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0046,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-0046 | Travel | 2690.20,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
47,MTR-IOS-0047,Group,Shared Experience,Office Outing,Travel,Expense,2026-06-29,09:31:51,2026-06-29 09:31:51,26939.54,INR,-26939.54,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-OFFICE_OUTING-0047 | Travel | 26939.54,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0047,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Travel,MAESTRO-IOS-GROUP-OFFICE_OUTING-0047 | Travel | 26939.54,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
48,MTR-IOS-0048,Business,Business,Business Operations,Marketing,Expense,2026-03-11,09:51:36,2026-03-11 09:51:36,13101.49,INR,-13101.49,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0048 | Marketing | 13101.49,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0048,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0048 | Marketing | 13101.49,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
49,MTR-IOS-0049,Personal,Personal,Lifestyle,Fitness,Expense,2026-06-15,19:33:03,2026-06-15 19:33:03,11242.4,INR,-11242.4,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0049 | Fitness | 11242.40,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0049,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-0049 | Fitness | 11242.40,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
50,MTR-IOS-0050,Group,Shared Experience,Office Outing,Activities,Expense,2026-05-07,18:51:27,2026-05-07 18:51:27,23929.09,INR,-23929.09,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-0050 | Activities | 23929.09,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0050,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Activities,MAESTRO-IOS-GROUP-OFFICE_OUTING-0050 | Activities | 23929.09,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
51,MTR-IOS-0051,Business,Business,Business Operations,Legal,Expense,2026-05-02,08:30:40,2026-05-02 08:30:40,129560.87,INR,-129560.87,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0051 | Legal | 129560.87,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0051,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0051 | Legal | 129560.87,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
52,MTR-IOS-0052,Personal,Personal,Lifestyle,Hobbies,Expense,2026-04-13,00:36:48,2026-04-13 00:36:48,12569.92,INR,-12569.92,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0052 | Hobbies | 12569.92,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0052,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-0052 | Hobbies | 12569.92,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
53,MTR-IOS-0053,Group,Shared Experience,Office Outing,Venue,Expense,2026-08-13,01:11:13,2026-08-13 01:11:13,4138.0,INR,-4138.0,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-OFFICE_OUTING-0053 | Venue | 4138.00,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0053,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Venue,MAESTRO-IOS-GROUP-OFFICE_OUTING-0053 | Venue | 4138.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
54,MTR-IOS-0054,Business,Business,Business Operations,Accounting,Expense,2026-02-11,21:57:02,2026-02-11 21:57:02,56575.85,INR,-56575.85,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0054 | Accounting | 56575.85,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0054,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0054 | Accounting | 56575.85,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
55,MTR-IOS-0055,Personal,Personal,Relationships,Gifts,Expense,2025-12-06,17:47:44,2025-12-06 17:47:44,11894.24,INR,-11894.24,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0055 | Gifts | 11894.24,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0055,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0055 | Gifts | 11894.24,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
56,MTR-IOS-0056,Group,Shared Experience,Office Outing,Other,Expense,2026-01-28,19:37:42,2026-01-28 19:37:42,2675.67,INR,-2675.67,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-0056 | Other | 2675.67,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0056,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-IOS-GROUP-OFFICE_OUTING-0056 | Other | 2675.67,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
57,MTR-IOS-0057,Business,Business,Business Operations,Equipment,Expense,2026-04-07,20:42:09,2026-04-07 20:42:09,133277.16,INR,-133277.16,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0057 | Equipment | 133277.16,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0057,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0057 | Equipment | 133277.16,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
58,MTR-IOS-0058,Personal,Personal,Relationships,Dates,Expense,2026-03-17,23:28:00,2026-03-17 23:28:00,9526.28,INR,-9526.28,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0058 | Dates | 9526.28,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0058,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0058 | Dates | 9526.28,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
59,MTR-IOS-0059,Group,Shared Experience,House Party,Food,Expense,2026-03-02,00:23:06,2026-03-02 00:23:06,645.28,INR,-645.28,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-0059 | Food | 645.28,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0059,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Food,MAESTRO-IOS-GROUP-HOUSE_PARTY-0059 | Food | 645.28,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
60,MTR-IOS-0060,Business,Business,Business Operations,Vendor,Expense,2025-11-13,07:17:40,2025-11-13 07:17:40,56257.61,INR,-56257.61,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0060 | Vendor | 56257.61,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0060,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0060 | Vendor | 56257.61,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
61,MTR-IOS-0061,Personal,Personal,Relationships,Family,Expense,2025-12-08,04:04:37,2025-12-08 04:04:37,15808.23,INR,-15808.23,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0061 | Family | 15808.23,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0061,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0061 | Family | 15808.23,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
62,MTR-IOS-0062,Group,Shared Experience,House Party,Drinks,Expense,2026-03-20,09:39:48,2026-03-20 09:39:48,16257.19,INR,-16257.19,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-HOUSE_PARTY-0062 | Drinks | 16257.19,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0062,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Drinks,MAESTRO-IOS-GROUP-HOUSE_PARTY-0062 | Drinks | 16257.19,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
63,MTR-IOS-0063,Business,Business,Business Operations,Tax,Expense,2026-04-08,16:29:47,2026-04-08 16:29:47,139365.36,INR,-139365.36,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0063 | Tax | 139365.36,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0063,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0063 | Tax | 139365.36,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
64,MTR-IOS-0064,Personal,Personal,Relationships,Friends,Expense,2025-10-31,19:21:55,2025-10-31 19:21:55,14580.17,INR,-14580.17,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0064 | Friends | 14580.17,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0064,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0064 | Friends | 14580.17,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
65,MTR-IOS-0065,Group,Shared Experience,House Party,Decor,Expense,2026-04-30,08:28:10,2026-04-30 08:28:10,6500.81,INR,-6500.81,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-0065 | Decor | 6500.81,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0065,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Decor,MAESTRO-IOS-GROUP-HOUSE_PARTY-0065 | Decor | 6500.81,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
66,MTR-IOS-0066,Business,Business,Team Operations,Payroll,Expense,2026-08-28,16:54:37,2026-08-28 16:54:37,113953.26,INR,-113953.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0066 | Payroll | 113953.26,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0066,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0066 | Payroll | 113953.26,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
67,MTR-IOS-0067,Personal,Personal,Relationships,Celebrations,Expense,2026-01-22,02:50:04,2026-01-22 02:50:04,9094.31,INR,-9094.31,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0067 | Celebrations | 9094.31,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0067,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0067 | Celebrations | 9094.31,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
68,MTR-IOS-0068,Group,Shared Experience,House Party,Supplies,Expense,2025-09-04,03:21:24,2025-09-04 03:21:24,12595.83,INR,-12595.83,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-HOUSE_PARTY-0068 | Supplies | 12595.83,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0068,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Supplies,MAESTRO-IOS-GROUP-HOUSE_PARTY-0068 | Supplies | 12595.83,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
69,MTR-IOS-0069,Business,Business,Team Operations,Contractor,Expense,2026-05-20,08:08:58,2026-05-20 08:08:58,136731.74,INR,-136731.74,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0069 | Contractor | 136731.74,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0069,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0069 | Contractor | 136731.74,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
70,MTR-IOS-0070,Personal,Personal,Life Operations,Groceries,Expense,2026-04-27,06:43:45,2026-04-27 06:43:45,1050.87,INR,-1050.87,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0070 | Groceries | 1050.87,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0070,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0070 | Groceries | 1050.87,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
71,MTR-IOS-0071,Group,Shared Experience,House Party,Other,Expense,2026-08-01,15:48:31,2026-08-01 15:48:31,22932.1,INR,-22932.1,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-0071 | Other | 22932.10,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0071,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-HOUSE_PARTY-0071 | Other | 22932.10,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
72,MTR-IOS-0072,Business,Business,Team Operations,Hiring,Expense,2026-04-19,13:52:49,2026-04-19 13:52:49,101440.72,INR,-101440.72,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0072 | Hiring | 101440.72,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0072,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0072 | Hiring | 101440.72,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
73,MTR-IOS-0073,Personal,Personal,Life Operations,Rent,Expense,2026-08-03,17:48:39,2026-08-03 17:48:39,2637.28,INR,-2637.28,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0073 | Rent | 2637.28,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0073,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0073 | Rent | 2637.28,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
74,MTR-IOS-0074,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-08-26,08:31:00,2026-08-26 08:31:00,99.99,INR,99.99,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-GIFT_POOL-0074 | Contribution | 99.99,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0074,ios,G05,GIFT_POOL,Contribute,G05:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.equal,Contribution,MAESTRO-IOS-GROUP-GIFT_POOL-0074 | Contribution | 99.99,JOINED,
75,MTR-IOS-0075,Business,Business,Team Operations,Team Meal,Expense,2026-05-06,09:23:33,2026-05-06 09:23:33,31526.73,INR,-31526.73,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0075 | Team Meal | 31526.73,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0075,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0075 | Team Meal | 31526.73,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
76,MTR-IOS-0076,Personal,Personal,Life Operations,Bills,Expense,2026-04-20,06:13:46,2026-04-20 06:13:46,12479.77,INR,-12479.77,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0076 | Bills | 12479.77,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0076,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0076 | Bills | 12479.77,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
77,MTR-IOS-0077,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2025-10-22,21:55:33,2025-10-22 21:55:33,10652.95,INR,-10652.95,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-GIFT_POOL-0077 | Gift Purchase | 10652.95,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0077,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gift Purchase,MAESTRO-IOS-GROUP-GIFT_POOL-0077 | Gift Purchase | 10652.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
78,MTR-IOS-0078,Business,Business,Team Operations,Travel,Expense,2026-02-19,19:51:07,2026-02-19 19:51:07,122605.77,INR,-122605.77,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0078 | Travel | 122605.77,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0078,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0078 | Travel | 122605.77,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
79,MTR-IOS-0079,Personal,Personal,Life Operations,Transport,Expense,2026-08-21,08:44:49,2026-08-21 08:44:49,7262.27,INR,-7262.27,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0079 | Transport | 7262.27,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0079,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0079 | Transport | 7262.27,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
80,MTR-IOS-0080,Group,Shared Purchase,Gift Pool,Delivery,Expense,2026-02-22,18:44:03,2026-02-22 18:44:03,5391.57,INR,-5391.57,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-GIFT_POOL-0080 | Delivery | 5391.57,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0080,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Delivery,MAESTRO-IOS-GROUP-GIFT_POOL-0080 | Delivery | 5391.57,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
81,MTR-IOS-0081,Business,Business,Team Operations,Training,Expense,2025-12-31,20:08:42,2025-12-31 20:08:42,91592.45,INR,-91592.45,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0081 | Training | 91592.45,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0081,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0081 | Training | 91592.45,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
82,MTR-IOS-0082,Personal,Personal,Life Operations,Healthcare,Expense,2025-10-15,21:12:15,2025-10-15 21:12:15,16572.13,INR,-16572.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0082 | Healthcare | 16572.13,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0082,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0082 | Healthcare | 16572.13,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
